"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Nino Bravo","Sara","F","3","Johnson","218.48771","paid","Winston-Salem, NC","222","Amanecer","95"
"JosÃÂ© GonzÃÂ¡lez","Harper","M","17","Barrett","143.93424","paid","New York-Newark-Jersey City, NY-NJ-PA","129","The Nest","42"
"Taking Back Sunday","Sara","F","4","Johnson","249.99138","paid","Winston-Salem, NC","222","This Photograph Is Proof {I Know You Know] (Album Version)","95"
"Jack Johnson","Harper","M","18","Barrett","207.64689","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Better Together","42"
"The Rolling Stones","Sara","F","5","Johnson","274.1024","paid","Winston-Salem, NC","222","Stop Breaking Down","95"
"Euge Groove","Harper","M","19","Barrett","265.482","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Tenderly","42"
"School Of Seven Bells","Tegan","F","0","Levine","262.37342","free","Portland-South Portland, ME","254","Chain","80"
"P!nk","Sara","F","6","Johnson","227.02975","paid","Winston-Salem, NC","222","Glitter In The Air","95"
"Nancy Wilson","Harper","M","20","Barrett","122.77506","paid","New York-Newark-Jersey City, NY-NJ-PA","129","I Believe In You","42"
"Enrique Iglesias","Harper","M","21","Barrett","235.17995","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Ring My Bells","42"
"Katie Melua","Sara","F","7","Johnson","242.83383","paid","Winston-Salem, NC","222","Scary Films","95"
"Harmonia","Harper","M","22","Barrett","655.77751","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Sehr kosmisch","42"
"The RH Factor","Sara","F","8","Johnson","233.35138","paid","Winston-Salem, NC","222","Hold On","95"
"Moose","Chloe","F","1","Cuevas","490.21342","free","San Francisco-Oakland-Hayward, CA","267","Do You Remember","49"
"KATAKLYSM","Sara","F","9","Johnson","162.92526","paid","Winston-Salem, NC","222","In Shadows And Dust","95"
"Lily Allen","Sara","F","10","Johnson","159.84281","paid","Winston-Salem, NC","222","Everybody's Changing","95"
"Florence + The Machine","Sara","F","11","Johnson","258.55955","paid","Winston-Salem, NC","222","Cosmic Love","95"
"Placebo","Harper","M","23","Barrett","254.45832","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Taste In Men","42"
"DJ Dizzy","Chloe","F","2","Cuevas","221.1522","free","San Francisco-Oakland-Hayward, CA","267","Sexy Bitch","49"
"Camera Obscura","Sara","F","12","Johnson","188.02893","paid","Winston-Salem, NC","222","Anti-Western","95"
"Nick Cave & The Bad Seeds","Harper","M","24","Barrett","265.27302","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Spell","42"
"Queens Of The Stone Age","Chloe","F","3","Cuevas","364.90404","free","San Francisco-Oakland-Hayward, CA","267","God Is On The Radio","49"
"Linkin Park","Sara","F","13","Johnson","494.99383","paid","Winston-Salem, NC","222","Bleed It Out [Live At Milton Keynes]","95"
"Dwight Yoakam","Harper","M","25","Barrett","239.3073","paid","New York-Newark-Jersey City, NY-NJ-PA","129","You're The One","42"
"mewithoutYou","Chloe","F","4","Cuevas","311.562","free","San Francisco-Oakland-Hayward, CA","267","Bullet To Binary (Pt. Two)","49"
"The New Pornographers","Harper","M","27","Barrett","189.02159","paid","New York-Newark-Jersey City, NY-NJ-PA","129","All The Things That Go To Make Heaven And Earth","42"
"Edward Sharpe & The Magnetic Zeros","Sara","F","14","Johnson","306.31138","paid","Winston-Salem, NC","222","Home","95"
"Diego Torres","Harper","M","28","Barrett","227.18649","paid","New York-Newark-Jersey City, NY-NJ-PA","129","SueÃÂ±os","42"
"Francisca Valenzuela","Harper","M","29","Barrett","174.70649","paid","New York-Newark-Jersey City, NY-NJ-PA","129","MuÃÂ©rdete la lengua","42"
"Pendulum","Sara","F","15","Johnson","315.71546","paid","Winston-Salem, NC","222","The Other Side (album version)","95"
"Local Natives","Harper","M","30","Barrett","330.89261","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Shape Shifter","42"
"Daft Punk","Sara","F","16","Johnson","416.522","paid","Winston-Salem, NC","222","Emotion","95"
"Soda Stereo","Harper","M","31","Barrett","211.61751","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Danza Rota","42"
"The Cardigans","Harper","M","32","Barrett","198.21669","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Lovefool","42"
"ETERNAL FEATURING BEBE WINANS","Sara","F","17","Johnson","218.40934","paid","Winston-Salem, NC","222","I Wanna Be The Only One","95"
"Kings Of Leon","Harper","M","34","Barrett","201.79546","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Revelry","42"
"Julie Doiron","Sara","F","18","Johnson","165.92934","paid","Winston-Salem, NC","222","Me and My Friend","95"
"Kinky","Aleena","F","2","Kirby","211.90485","paid","Waterloo-Cedar Falls, IA","269","Cornman","44"
"LU","Harper","M","35","Barrett","321.54077","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Una Confusion","42"
"Tub Ring","Sara","F","19","Johnson","233.69098","paid","Winston-Salem, NC","222","Invalid","95"
"Nickel Creek","Aleena","F","3","Kirby","301.40036","paid","Waterloo-Cedar Falls, IA","269","The Lighthouse's Tale","44"
"Massive Attack","Sara","F","20","Johnson","288.65261","paid","Winston-Salem, NC","222","One Love","95"
"Cut Copy","Harper","M","36","Barrett","283.76771","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Strangers In The Wind","42"
"Straylight Run","Aleena","F","4","Kirby","241.44934","paid","Waterloo-Cedar Falls, IA","269","Existentialism On Prom Night (Album Version)","44"
"Albert Hammond","Sara","F","21","Johnson","177.78893","paid","Winston-Salem, NC","222","Echame A Mi La Culpa","95"
"Hercules And Love Affair","Harper","M","37","Barrett","376.29342","paid","New York-Newark-Jersey City, NY-NJ-PA","129","Blind (Full Album Version)","42"
"Left Lane Cruiser","Aleena","F","7","Kirby","183.27465","paid","Waterloo-Cedar Falls, IA","269","Amerika","44"
"UB40","Sara","F","22","Johnson","185.10322","paid","Winston-Salem, NC","222","Come Back Darling","95"
"Amon Amarth","Aleena","F","8","Kirby","357.22404","paid","Waterloo-Cedar Falls, IA","269","Fate Of Norns","44"
"Queensryche","Sara","F","23","Johnson","347.81995","paid","Winston-Salem, NC","222","Silent Lucidity (2002 Digital Remaster)","95"
"Winds Of Plague","Aleena","F","9","Kirby","148.08771","paid","Waterloo-Cedar Falls, IA","269","Reloaded","44"
"Jackson 5","Sara","F","24","Johnson","174.10567","paid","Winston-Salem, NC","222","Ben","95"
"Feist","Aleena","F","10","Kirby","184.94649","paid","Waterloo-Cedar Falls, IA","269","My Moon My Man","44"
"JosÃÂ© Gonzalez","Sara","F","25","Johnson","158.48444","paid","Winston-Salem, NC","222","Heartbeats","95"
"Flobots","Aleena","F","11","Kirby","205.68771","paid","Waterloo-Cedar Falls, IA","269","Handlebars (UK Radio Edit)","44"
"Teriyaki Boyz","Sara","F","26","Johnson","253.77914","paid","Winston-Salem, NC","222","Heartbreaker","95"
"Dwight Yoakam","Aleena","F","12","Kirby","239.3073","paid","Waterloo-Cedar Falls, IA","269","You're The One","44"
"Young Money featuring Lloyd","Sara","F","27","Johnson","196.33587","paid","Winston-Salem, NC","222","BedRock (Radio Edit) (feat.Lloyd)","95"
"The Pussycat Dolls","Aleena","F","13","Kirby","245.18485","paid","Waterloo-Cedar Falls, IA","269","When I Grow Up","44"
"Koopsta Knicca","Sara","F","28","Johnson","206.78485","paid","Winston-Salem, NC","222","Top Secret","95"
"The Knack","Sara","F","29","Johnson","141.58322","paid","Winston-Salem, NC","222","Let Me Out","95"
"The Prodigy","Aleena","F","14","Kirby","215.77098","paid","Waterloo-Cedar Falls, IA","269","Omen","44"
"ZZ Top","Sara","F","30","Johnson","187.8722","paid","Winston-Salem, NC","222","Avalon Hideaway (LP Version)","95"
"Caifanes","Aleena","F","15","Kirby","263.33995","paid","Waterloo-Cedar Falls, IA","269","Cuentame Tu Vida","44"
"Britt Nicole","Sara","F","31","Johnson","232.85506","paid","Winston-Salem, NC","222","Like A Star","95"
"Jimmy Buffett","Aleena","F","19","Kirby","209.00526","paid","Waterloo-Cedar Falls, IA","269","He Went To Paris","44"
"Counting Crows","Aleena","F","20","Kirby","272.79628","paid","Waterloo-Cedar Falls, IA","269","Mr. Jones","44"
"8Ball & MJG","Aleena","F","21","Kirby","48.14322","paid","Waterloo-Cedar Falls, IA","269","Intro (Explicit Album Version)","44"
"SinÃÂ©ad O'Connor","Aleena","F","22","Kirby","282.51383","paid","Waterloo-Cedar Falls, IA","269","I Want Your (Hands On Me)","44"
"Vince Guaraldi Trio","Aleena","F","23","Kirby","368.29995","paid","Waterloo-Cedar Falls, IA","269","Christmastime Is Here","44"
"B*Witched","Aleena","F","24","Kirby","172.06812","paid","Waterloo-Cedar Falls, IA","269","C'est La Vie","44"
"Gyptian","Aleena","F","25","Kirby","211.04281","paid","Waterloo-Cedar Falls, IA","269","Love Against the Wall","44"
"The Ataris","Aleena","F","26","Kirby","179.722","paid","Waterloo-Cedar Falls, IA","269","I Won't Spend Another Night Alone","44"
"Adam Green","Aleena","F","27","Kirby","143.49016","paid","Waterloo-Cedar Falls, IA","269","You Get So Lucky","44"
"Marilyn Manson","Aleena","F","28","Kirby","247.01342","paid","Waterloo-Cedar Falls, IA","269","Personal Jesus","44"
"Bobby Blue Bland","Aleena","F","29","Kirby","141.13914","paid","Waterloo-Cedar Falls, IA","269","I Pity the Fool","44"
"David Banner","Aleena","F","30","Kirby","232.75057","paid","Waterloo-Cedar Falls, IA","269","Play","44"
"We The Kings featuring Demi Lovato","Aleena","F","31","Kirby","231.78404","paid","Waterloo-Cedar Falls, IA","269","We'll Be A Dream (featuring Demi Lovato)","44"
"Emiliana Torrini","Aleena","F","32","Kirby","383.50322","paid","Waterloo-Cedar Falls, IA","269","Birds","44"
"Garbage","Shakira","F","0","Hunt","277.39383","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","83","Temptation Waits","84"
"Linkin Park","Aleena","F","33","Kirby","268.61669","paid","Waterloo-Cedar Falls, IA","269","New Divide (Album Version)","44"
"Darius Rucker","Shakira","F","1","Hunt","217.44281","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","83","It Won't Be Like This For Long","84"
"The Strokes","Shakira","F","2","Hunt","230.1122","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","83","Killing Lies","84"
"Los Bunkers","Aleena","F","34","Kirby","209.97179","paid","Waterloo-Cedar Falls, IA","269","Te Vistes Y Te Vas","44"
"Ween","Aleena","F","36","Kirby","242.59873","paid","Waterloo-Cedar Falls, IA","269","I'm Holding You (LP Version)","44"
"Weird Al"" Yankovic","Shakira","F","3","Hunt","170.21342","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","83","White & Nerdy (Parody of ""Ridin'"" by Chamillionaire featuring Krayzie Bone)","84"
"The Moody Blues","Shakira","F","4","Hunt","258.71628","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","83","Tuesday Afternoon","84"
"DESTRUCTION","Aleena","F","37","Kirby","226.97751","paid","Waterloo-Cedar Falls, IA","269","Dictators Of Cruelty","44"
"Carla Bruni","Aleena","F","38","Kirby","163.02975","paid","Waterloo-Cedar Falls, IA","269","Quelqu'un M'a Dit (Album Version)","44"
"En Vogue","Aleena","F","39","Kirby","289.01832","paid","Waterloo-Cedar Falls, IA","269","Don't Let Go (Love)","44"
"Eminem","Aleena","F","40","Kirby","250.8273","paid","Waterloo-Cedar Falls, IA","269","Mockingbird","44"
"Showbread","Aleena","F","45","Kirby","287.29424","paid","Waterloo-Cedar Falls, IA","269","The Missing Wife","44"
"Tracie Spencer","Aleena","F","46","Kirby","272.45669","paid","Waterloo-Cedar Falls, IA","269","My First Broken Heart","44"
"BeyoncÃÂ©","Aleena","F","47","Kirby","261.74649","paid","Waterloo-Cedar Falls, IA","269","Halo","44"
"Jack Johnson","Aleena","F","48","Kirby","207.64689","paid","Waterloo-Cedar Falls, IA","269","Better Together","44"
"Michael BublÃÂ©","Aleena","F","49","Kirby","226.0371","paid","Waterloo-Cedar Falls, IA","269","Smile (Live)","44"
"Epica","Aleena","F","50","Kirby","303.20281","paid","Waterloo-Cedar Falls, IA","269","Martyr of the Free Word","44"
"A Silent Film","Aleena","F","51","Kirby","222.45832","paid","Waterloo-Cedar Falls, IA","269","You Will Leave a Mark","44"
"BjÃÂ¶rk","Aleena","F","52","Kirby","348.57751","paid","Waterloo-Cedar Falls, IA","269","Undo","44"
"Vampire Weekend","Aleena","F","53","Kirby","214.7522","paid","Waterloo-Cedar Falls, IA","269","Cape Cod Kwassa Kwassa (Album)","44"
"Rammstein","Aleena","F","54","Kirby","201.50812","paid","Waterloo-Cedar Falls, IA","269","BÃÂ¼ck Dich","44"
"Junkie XL","Aleena","F","55","Kirby","221.77914","paid","Waterloo-Cedar Falls, IA","269","Broken (featuring Grant Nicholas) (Album Version)","44"
"Third Eye Blind","Aleena","F","56","Kirby","232.77669","paid","Waterloo-Cedar Falls, IA","269","Company","44"
"Evanescence","Aleena","F","57","Kirby","236.12036","paid","Waterloo-Cedar Falls, IA","269","Bring Me To Life","44"
"Jack Johnson","Aleena","F","58","Kirby","65.802","paid","Waterloo-Cedar Falls, IA","269","Cupid","44"
"Fergie","Aleena","F","59","Kirby","240.48281","paid","Waterloo-Cedar Falls, IA","269","Clumsy","44"
"Lily Allen","Aleena","F","61","Kirby","189.98812","paid","Waterloo-Cedar Falls, IA","269","LDN","44"
"The Black Seeds","Aleena","F","62","Kirby","257.98485","paid","Waterloo-Cedar Falls, IA","269","Dance Dance","44"
"Cassie","Aleena","F","63","Kirby","212.1922","paid","Waterloo-Cedar Falls, IA","269","Call U Out (Album Version)","44"
"The Rolling Stones","Aleena","F","64","Kirby","231.78404","paid","Waterloo-Cedar Falls, IA","269","Too Tough (1994 Digital Remaster)","44"
"Eminem","Aleena","F","65","Kirby","251.55873","paid","Waterloo-Cedar Falls, IA","269","Without Me","44"
"Creedence Clearwater Revival","Aleena","F","66","Kirby","175.80363","paid","Waterloo-Cedar Falls, IA","269","Sweet Hitch-Hiker","44"
"Heltah Skeltah","Aleena","F","67","Kirby","165.642","paid","Waterloo-Cedar Falls, IA","269","Place To Be (Explicit)","44"
"Redman","Aleena","F","68","Kirby","251.53261","paid","Waterloo-Cedar Falls, IA","269","Pick It Up","44"
"Camila","Aleena","F","69","Kirby","258.53342","paid","Waterloo-Cedar Falls, IA","269","Alejate De Mi","44"
"Pearl Jam","Ryan","M","1","Smith","67.44771","free","San Jose-Sunnyvale-Santa Clara, CA","268","Encore Break","26"
"Faith No More","Ryan","M","2","Smith","249.86077","free","San Jose-Sunnyvale-Santa Clara, CA","268","Last Cup Of Sorrow","26"
"Liquid Tension Experiment","Aleena","F","70","Kirby","535.35302","paid","Waterloo-Cedar Falls, IA","269","Paradigm Shift","44"
"Fleetwood Mac","Aleena","F","71","Kirby","265.92608","paid","Waterloo-Cedar Falls, IA","269","World Turning (LP Version)","44"
"Creedence Clearwater Revival","Jayden","M","1","Bell","253.90975","free","Dallas-Fort Worth-Arlington, TX","90","Midnight Special","91"
"The Ruts","Aleena","F","72","Kirby","338.96444","paid","Waterloo-Cedar Falls, IA","269","West One (Shine On Me)","44"
"Steve Miller Band","Jayden","M","2","Bell","263.96689","free","Dallas-Fort Worth-Arlington, TX","90","The Joker","91"
"The Kingstonians","Lily","F","0","Burns","172.90404","free","New York-Newark-Jersey City, NY-NJ-PA","263","Winey Winey","32"
"Staind","Aleena","F","73","Kirby","239.5424","paid","Waterloo-Cedar Falls, IA","269","Everything Changes (Album Version)","44"
"Bon Jovi","Jayden","M","3","Bell","224.522","free","Dallas-Fort Worth-Arlington, TX","90","It's My Life","91"
"Chris Brown featuring T-Pain","Aleena","F","74","Kirby","250.67057","paid","Waterloo-Cedar Falls, IA","269","Kiss Kiss","44"
"Regina Spektor","Layla","F","0","Griffin","191.08526","paid","Lake Havasu City-Kingman, AZ","23","The Calculation (Album Version)","24"
"Lamb","Aleena","F","75","Kirby","1031.75791","paid","Waterloo-Cedar Falls, IA","269","Feela","44"
"Octopus Project","Layla","F","1","Griffin","250.95791","paid","Lake Havasu City-Kingman, AZ","23","All Of The Champs That Ever Lived","24"
"Tegan And Sara","Layla","F","2","Griffin","180.06159","paid","Lake Havasu City-Kingman, AZ","23","So Jealous","24"
"Dragonette","Layla","F","3","Griffin","153.39057","paid","Lake Havasu City-Kingman, AZ","23","Okay Dolores","24"
"Lil Wayne / Eminem","Layla","F","4","Griffin","229.58975","paid","Lake Havasu City-Kingman, AZ","23","Drop The World","24"
"Soulja Boy Tell'em","Layla","F","5","Griffin","201.11628","paid","Lake Havasu City-Kingman, AZ","23","Let Me Get Em","24"
"Audio Adrenaline","Kate","F","0","Harrell","202.52689","paid","Lansing-East Lansing, MI","147","Free Ride","97"
"Bodo Wartke","Layla","F","6","Griffin","645.27628","paid","Lake Havasu City-Kingman, AZ","23","Liebeslied (Sprachen: Deutsch_ Englisch_ FranzÃÂ¶sisch_ Italienisch_ Spanisch_ HollÃÂ¤ndisch_ Japanisch_ Russisch_ Griechisch_ Klingonisch_ Hessisch)","24"
"Prince & The New Power Generation [with Eric Leeds on Flute]","Aleena","F","76","Kirby","272.63955","paid","Waterloo-Cedar Falls, IA","269","Gett Off","44"
"The Format","Kate","F","1","Harrell","208.24771","paid","Lansing-East Lansing, MI","147","Inches And Falling (I Love_ Love)","97"
"Black Eyed Peas","Jayden","M","1","Fox","214.93506","free","New Orleans-Metairie, LA","219","Pump It","101"
"Wilco","Kate","F","2","Harrell","188.83873","paid","Lansing-East Lansing, MI","147","Heavy metal drummer","97"
"NOFX","Aleena","F","77","Kirby","54.59546","paid","Waterloo-Cedar Falls, IA","269","Monosyllabic Girl","44"
"Cabaret Voltaire","Chloe","F","1","Cuevas","430.602","free","San Francisco-Oakland-Hayward, CA","274","Playing For Time","49"
"Air","Aleena","F","78","Kirby","244.50567","paid","Waterloo-Cedar Falls, IA","269","Venus","44"
"Coldplay","Kate","F","3","Harrell","249.75628","paid","Lansing-East Lansing, MI","147","Til Kingdom Come","97"
"Rosana","Aleena","F","79","Kirby","330.1873","paid","Waterloo-Cedar Falls, IA","269","Llegaremos a tiempo","44"
"Evanescence","Layla","F","7","Griffin","237.11302","paid","Lake Havasu City-Kingman, AZ","23","Bring Me To Life","24"
"Frumpies","Kate","F","4","Harrell","134.47791","paid","Lansing-East Lansing, MI","147","Fuck Kitty","97"
"Plies","Joseph","M","0","Gutierrez","278.22975","free","Columbia, SC","208","Somebody (Loves You) (Explicit Album Version)","75"
"TitÃÂ£s","Kate","F","5","Harrell","131.00363","paid","Lansing-East Lansing, MI","147","PolÃÂ­cia","97"
"Van Halen","Layla","F","8","Griffin","243.17342","paid","Lake Havasu City-Kingman, AZ","23","Good Enough","24"
"Snow Patrol","Aleena","F","82","Kirby","307.59138","paid","Waterloo-Cedar Falls, IA","269","Engines","44"
"Kiss","Kate","F","6","Harrell","268.30322","paid","Lansing-East Lansing, MI","147","I Was Made For Lovin' You","97"
"The Academy Is...","Layla","F","9","Griffin","209.76281","paid","Lake Havasu City-Kingman, AZ","23","Paper Chase (Album Version)","24"
"The Prodigy","Kate","F","7","Harrell","414.11873","paid","Lansing-East Lansing, MI","147","Weather Experience (Top Buzz Remix)(Remastered)","97"
"Bill Withers","Aleena","F","85","Kirby","383.73832","paid","Waterloo-Cedar Falls, IA","269","Make Love To Your Mind","44"
"Dwight Yoakam","Layla","F","10","Griffin","239.3073","paid","Lake Havasu City-Kingman, AZ","23","You're The One","24"
"The Far East Movement featuring Wiz Khalifa and Bionik","Layla","F","11","Griffin","265.50812","paid","Lake Havasu City-Kingman, AZ","23","Lowridin","24"
"Deep Dish","Kate","F","8","Harrell","439.92771","paid","Lansing-East Lansing, MI","147","Sacramento (Club Mix Edit)","97"
"Amon Amarth","Layla","F","12","Griffin","238.52363","paid","Lake Havasu City-Kingman, AZ","23","The Hero","24"
"Jim White","Kate","F","9","Harrell","396.22485","paid","Lansing-East Lansing, MI","147","Still Waters","97"
"Modest Mouse","Layla","F","13","Griffin","259.47383","paid","Lake Havasu City-Kingman, AZ","23","The Good Times Are Killing Me","24"
"Bad Company","Layla","F","14","Griffin","246.96118","paid","Lake Havasu City-Kingman, AZ","23","Morning Sun","24"
"Five Iron Frenzy","Kate","F","10","Harrell","236.09424","paid","Lansing-East Lansing, MI","147","Canada","97"
"Bodyrox","Layla","F","16","Griffin","490.78812","paid","Lake Havasu City-Kingman, AZ","23","Yeah Yeah","24"
"Louise Attaque","Kate","F","11","Harrell","177.76281","paid","Lansing-East Lansing, MI","147","Est-ce que tu m'aimes encore ?","97"
"The Pussycat Dolls / Busta Rhymes","Kate","F","12","Harrell","272.14322","paid","Lansing-East Lansing, MI","147","Don't Cha","97"
"Thursday","Jacob","M","0","Klein","250.17424","paid","Tampa-St. Petersburg-Clearwater, FL","255","Signals Over The Air","73"
"Alberto Plaza","Layla","F","17","Griffin","291.5522","paid","Lake Havasu City-Kingman, AZ","23","Yo Te Seguire (vivo)","24"
"Amy Winehouse","Sylvie","F","1","Cruz","202.73587","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","272","You Know I'm No Good","10"
"Musiq / DJ Aktive / Carol Riddick","Kate","F","13","Harrell","162.7424","paid","Lansing-East Lansing, MI","147","Soulstar","97"
"Eels","Jacob","M","1","Klein","193.27955","paid","Tampa-St. Petersburg-Clearwater, FL","255","Guest List","73"
"Dwight Yoakam","Kate","F","14","Harrell","239.3073","paid","Lansing-East Lansing, MI","147","You're The One","97"
"matchbox twenty","Layla","F","18","Griffin","225.95873","paid","Lake Havasu City-Kingman, AZ","23","3AM (LP Version)","24"
"Coldplay","Jacob","M","2","Klein","311.27465","paid","Tampa-St. Petersburg-Clearwater, FL","255","The Scientist","73"
"Scissor Sisters","Kate","F","15","Harrell","271.85587","paid","Lansing-East Lansing, MI","147","Take Your Mama","97"
"Rob Zombie","Layla","F","19","Griffin","222.9024","paid","Lake Havasu City-Kingman, AZ","23","Dragula","24"
"Rilo Kiley","Jacob","M","3","Klein","279.06567","paid","Tampa-St. Petersburg-Clearwater, FL","255","A Better Son/Daughter","73"
"Klaus Doldinger's Passport","Layla","F","20","Griffin","460.43383","paid","Lake Havasu City-Kingman, AZ","23","Fairy Tale","24"
"Christian Anders","Kate","F","16","Harrell","334.05342","paid","Lansing-East Lansing, MI","147","Nie Mehr Allein","97"
"Ashanti","Jacob","M","4","Klein","282.46159","paid","Tampa-St. Petersburg-Clearwater, FL","255","VooDoo","73"
"Placebo","Lily","F","0","Burns","324.0224","free","New York-Newark-Jersey City, NY-NJ-PA","280","Passive Aggressive","32"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Kate","F","17","Harrell","277.15873","paid","Lansing-East Lansing, MI","147","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","97"
"dEUS","Jacob","M","5","Klein","299.83302","paid","Tampa-St. Petersburg-Clearwater, FL","255","Secret Hell","73"
"Two Door Cinema Club","Layla","F","21","Griffin","175.43791","paid","Lake Havasu City-Kingman, AZ","23","I Can Talk","24"
"J. Karjalainen & Mustat Lasit","Kate","F","18","Harrell","336.74404","paid","Lansing-East Lansing, MI","147","Sinisten tÃÂ¤htien alla","97"
"OneRepublic","Layla","F","22","Griffin","224.67873","paid","Lake Havasu City-Kingman, AZ","23","Secrets","24"
"The Grascals","Jacob","M","6","Klein","224.13016","paid","Tampa-St. Petersburg-Clearwater, FL","255","Where Corn Don't Grow","73"
"Enya","Layla","F","23","Griffin","212.29669","paid","Lake Havasu City-Kingman, AZ","23","Boadicea","24"
"Coldplay","Kate","F","19","Harrell","311.27465","paid","Lansing-East Lansing, MI","147","The Scientist","97"
"Vienna Teng","Jacob","M","7","Klein","204.25098","paid","Tampa-St. Petersburg-Clearwater, FL","255","The Last Snowfall","73"
"Beck","Layla","F","24","Griffin","211.1473","paid","Lake Havasu City-Kingman, AZ","23","Girl","24"
"Chuck Berry","Jacob","M","8","Klein","147.06893","paid","Tampa-St. Petersburg-Clearwater, FL","255","Roll Over Beethoven","73"
"Arkona","Kate","F","20","Harrell","326.94812","paid","Lansing-East Lansing, MI","147","Vosstanie Roda","97"
"Vampire Weekend","Layla","F","25","Griffin","243.04281","paid","Lake Havasu City-Kingman, AZ","23","The Kids Dont Stand A Chance (Album)","24"
"Creed","Jacob","M","9","Klein","295.3922","paid","Tampa-St. Petersburg-Clearwater, FL","255","My Sacrifice","73"
"Bryan Adams","Layla","F","26","Griffin","231.99302","paid","Lake Havasu City-Kingman, AZ","23","Fearless","24"
"Deerhunter","Kate","F","21","Harrell","325.17179","paid","Lansing-East Lansing, MI","147","Neither Of Us_ Uncertainly","97"
"Angels and Airwaves","Jacob","M","10","Klein","259.44771","paid","Tampa-St. Petersburg-Clearwater, FL","255","Sirens","73"
"Incubus","Layla","F","27","Griffin","168.6722","paid","Lake Havasu City-Kingman, AZ","23","I Miss You","24"
"Tab Benoit","Jacob","M","11","Klein","221.09995","paid","Tampa-St. Petersburg-Clearwater, FL","255","Jambalaya","73"
"Franz Ferdinand","Kate","F","22","Harrell","206.28853","paid","Lansing-East Lansing, MI","147","Call Me","97"
"Derek & The Dominos","Layla","F","28","Griffin","382.37995","paid","Lake Havasu City-Kingman, AZ","23","Keep On Growing","24"
"BjÃÂ¶rk","Jacob","M","12","Klein","348.57751","paid","Tampa-St. Petersburg-Clearwater, FL","255","Undo","73"
"Little Tony","Kate","F","23","Harrell","183.84934","paid","Lansing-East Lansing, MI","147","Cuore Matto","97"
"The Police","Kate","F","24","Harrell","289.85424","paid","Lansing-East Lansing, MI","147","So Lonely","97"
"Mariza","Layla","F","29","Griffin","208.77016","paid","Lake Havasu City-Kingman, AZ","23","Loucura","24"
"Say Anything","Jacob","M","13","Klein","208.77016","paid","Tampa-St. Petersburg-Clearwater, FL","255","Walk Through Hell (featuring Max Bemis Acoustic Exclusive)","73"
"Yung Berg","Layla","F","30","Griffin","230.63465","paid","Lake Havasu City-Kingman, AZ","23","Do That There (featuring Dude 'N Nem)","24"
"Supertramp","Kate","F","25","Harrell","273.18812","paid","Lansing-East Lansing, MI","147","Bloody Well Right","97"
"Framing Hanley","Jacob","M","14","Klein","230.08608","paid","Tampa-St. Petersburg-Clearwater, FL","255","Alone In This Bed (Capeside)","73"
"BjÃÂ¶rk","Layla","F","31","Griffin","348.57751","paid","Lake Havasu City-Kingman, AZ","23","Undo","24"
"Wilson Simonal","Kate","F","26","Harrell","146.75546","paid","Lansing-East Lansing, MI","147","Tudo De VocÃÂª","97"
"Pillar","Jacob","M","15","Klein","190.9024","paid","Tampa-St. Petersburg-Clearwater, FL","255","Frontline","73"
"Streetlight Manifesto","Kate","F","27","Harrell","313.18159","paid","Lansing-East Lansing, MI","147","A Moment Of Silence (Album Version)","97"
"Kanye West / T-Pain","Jacob","M","16","Klein","207.04608","paid","Tampa-St. Petersburg-Clearwater, FL","255","Good Life","73"
"George Michael","Layla","F","32","Griffin","276.50567","paid","Lake Havasu City-Kingman, AZ","23","I Want Your Sex","24"
"Garbage","Jacob","M","17","Klein","258.7424","paid","Tampa-St. Petersburg-Clearwater, FL","255","Stupid Girl","73"
"Tom Petty And The Heartbreakers","Kate","F","28","Harrell","180.94975","paid","Lansing-East Lansing, MI","147","You're Gonna Get It (Album Version)","97"
"Max Richter","Layla","F","33","Griffin","193.38404","paid","Lake Havasu City-Kingman, AZ","23","Organum","24"
"The Winans","Kate","F","29","Harrell","385.56689","paid","Lansing-East Lansing, MI","147","Prone To Wander (Album Version)","97"
"Calle 13","Jacob","M","18","Klein","211.06893","paid","Tampa-St. Petersburg-Clearwater, FL","255","Pi-di-di-di","73"
"The Decemberists","Molly","F","0","Taylor","421.85098","free","St. Louis, MO-IL","171","I Was Meant For the Stage","35"
